gene_id	gene_name	gene_type	chrom	start	end	strand	clip_count	rpf_siLuc	rpf_siLin28a	rna_siLuc	rna_siLin28a
ENSMUSG00000071362.4	Gm10330	processed_pseudogene	chr12	23829279	23830179	-	55	3	0	24	28
ENSMUSG00000071369.12	Map3k5	protein_coding	chr10	19810218	20018499	+	112	22	25	143	244
ENSMUSG00000071379.3	Hpcal1	protein_coding	chr12	17740857	17841934	+	19	148	157	164	326
ENSMUSG00000071392.7	Ect2l	protein_coding	chr10	18004651	18086638	-	4	1	2	5	7
ENSMUSG00000071398.9	2410004P03Rik	protein_coding	chr12	17053320	17061728	-	9	5	1	33	18
ENSMUSG00000071415.7	Rpl23	protein_coding	chr11	97668353	97673263	-	5585	5531	4400	2260	2823
ENSMUSG00000071419.8	Rps15-ps2	processed_pseudogene	chr6	57994491	57994928	+	42	14	6	13	43
ENSMUSG00000071451.11	Psmg4	protein_coding	chr13	34346947	34362156	+	652	496	461	237	326
ENSMUSG00000071454.14	Dtnb	protein_coding	chr12	3622381	3831796	+	600	149	88	351	455
ENSMUSG00000071456.7	1110002L01Rik	lncRNA	chr12	3453878	3477011	-	146	97	55	81	75
ENSMUSG00000071470.5	Ccnb1ip1	protein_coding	chr14	51026705	51045189	-	302	181	127	424	573
ENSMUSG00000071477.11	Zfp777	protein_coding	chr6	48001122	48025845	-	25	55	44	123	136
ENSMUSG00000071478.7	H2ac7	protein_coding	chr13	23758555	23759126	+	117	1249	829	1	0
ENSMUSG00000071491.3	Vmn1r209	protein_coding	chr13	22984799	22993852	-	23	1	0	8	40
ENSMUSG00000071497.5	Nutf2-ps1	protein_coding	chr19	53576599	53577499	-	13	10	6	1	2
ENSMUSG00000071506.5	Tmem139	protein_coding	chr6	42238893	42241489	+	3	5	3	0	4
ENSMUSG00000071516.3	H2ac13	protein_coding	chr13	21900592	21900984	+	221	1873	1304	9	3
ENSMUSG00000071528.5	Atp5md	protein_coding	chr19	47071903	47079086	-	433	776	763	749	853
ENSMUSG00000071531.4	Gprin2	protein_coding	chr14	33907645	33923610	-	93	24	21	49	42
ENSMUSG00000071533.12	Pcnp	protein_coding	chr16	55827608	55850102	-	1251	68	45	647	674
ENSMUSG00000071537.7	Klrg2	protein_coding	chr6	38602628	38614177	-	10	11	17	26	11
ENSMUSG00000071547.5	Nt5dc2	protein_coding	chr14	30853010	30861081	+	801	506	289	1557	1768
ENSMUSG00000071550.15	Cfap44	protein_coding	chr16	44215159	44302791	+	8	2	3	13	7
ENSMUSG00000071551.14	Akr1c19	protein_coding	chr13	4278699	4302842	+	19	0	1	18	34
ENSMUSG00000071553.11	Cpa2	protein_coding	chr6	30541581	30564475	+	6	13	9	19	9
ENSMUSG00000071568.6	Gm5874	processed_pseudogene	chr6	18824551	18825058	+	10	69	46	38	21
ENSMUSG00000071573.15	Rnls	polymorphic_pseudogene	chr19	33115147	33369695	-	0	3	4	1	3
ENSMUSG00000071604.6	Fam189a2	protein_coding	chr19	23950114	24008383	-	36	40	49	40	77
ENSMUSG00000071632.11	2510002D24Rik	protein_coding	chr16	18655328	18658910	+	50	26	37	54	133
ENSMUSG00000071636.9	Rimbp3	protein_coding	chr16	17026467	17031846	+	2	13	8	24	40
ENSMUSG00000071637.6	Cebpd	protein_coding	chr16	15705150	15708895	+	11	15	18	21	16
ENSMUSG00000071644.11	Eef1g	protein_coding	chr19	8944405	8955843	+	2492	874	435	1630	2108
ENSMUSG00000071645.7	Tut1	protein_coding	chr19	8931211	8943574	+	189	372	148	642	899
ENSMUSG00000071646.10	Mta2	protein_coding	chr19	8919239	8929667	+	1647	1064	401	1919	2657
ENSMUSG00000071647.6	Eml3	protein_coding	chr19	8906916	8918946	+	110	70	45	217	338
ENSMUSG00000071648.5	Rom1	protein_coding	chr19	8904755	8906720	-	16	11	8	0	9
ENSMUSG00000071649.7	B3gat3	protein_coding	chr19	8897738	8904600	+	137	119	157	219	300
ENSMUSG00000071650.7	Ganab	protein_coding	chr19	8875435	8894036	+	11275	8398	11056	4253	5758
ENSMUSG00000071652.9	Ints5	protein_coding	chr19	8870369	8875252	+	356	540	490	441	750
ENSMUSG00000071653.10	1810009A15Rik	protein_coding	chr19	8866217	8868245	+	8	11	7	20	15
ENSMUSG00000071654.7	Uqcc3	protein_coding	chr19	8857378	8858287	-	108	197	233	241	399
ENSMUSG00000071655.13	Ubxn1	protein_coding	chr19	8848860	8853227	+	2569	3008	2535	2173	3219
ENSMUSG00000071656.8	Lrrn4cl	protein_coding	chr19	8828132	8831273	+	47	10	11	10	19
ENSMUSG00000071657.13	Bscl2	protein_coding	chr19	8814831	8826047	+	104	131	226	132	271
ENSMUSG00000071658.6	Gng3	protein_coding	chr19	8814297	8816558	-	92	274	241	127	242
ENSMUSG00000071659.5	Hnrnpul2	protein_coding	chr19	8797374	8811507	+	3219	1351	531	3136	3286
ENSMUSG00000071660.11	Ttc9c	protein_coding	chr19	8786439	8796697	-	645	285	209	767	819
ENSMUSG00000071661.8	Zbtb3	protein_coding	chr19	8779919	8782210	+	5	53	44	53	77
ENSMUSG00000071662.5	Polr2g	protein_coding	chr19	8770491	8775941	-	601	863	716	698	830
ENSMUSG00000071665.11	Foxr2	protein_coding	chrX	151901782	151915857	+	17	21	10	22	43
ENSMUSG00000071669.15	Snx29	protein_coding	chr16	11140772	11573336	+	97	79	51	139	231
ENSMUSG00000071680.7	Gm7123	processed_pseudogene	chrX	141195751	141195963	+	12	1	7	14	4
ENSMUSG00000071691.12	Gm960	protein_coding	chr19	4675762	4748696	-	3	3	4	1	5
ENSMUSG00000071708.12	Sms	protein_coding	chrX	156226851	156275283	-	1083	153	90	911	662
ENSMUSG00000071711.13	Mpst	protein_coding	chr15	78290616	78298213	+	303	248	168	244	364
ENSMUSG00000071713.7	Csf2rb	protein_coding	chr15	78209952	78238047	+	7	2	1	9	10
ENSMUSG00000071719.3	Tmem28	protein_coding	chrX	98864627	98892396	+	78	8	4	31	72
ENSMUSG00000071722.5	Spin4	protein_coding	chrX	94066116	94070288	-	108	34	22	71	89
ENSMUSG00000071723.8	Gspt2	protein_coding	chrX	93679675	93686850	+	95	118	44	126	224
ENSMUSG00000071724.6	Smpd5	protein_coding	chr15	76178548	76181096	+	0	2	0	4	6
ENSMUSG00000071757.11	Zhx2	protein_coding	chr15	57558061	57703228	+	9	9	8	23	40
ENSMUSG00000071773.5	Rhox1	protein_coding	chrX	36477457	36485911	-	10	9	5	9	7
ENSMUSG00000071793.13	2610005L07Rik	transcribed_unprocessed_pseudogene	chr8	20016466	20055498	+	130	52	44	162	145
ENSMUSG00000071796.14	6820431F20Rik	transcribed_unprocessed_pseudogene	chr8	20143848	20178667	+	2123	9	9	2706	2881
ENSMUSG00000071847.14	Apcdd1	protein_coding	chr18	63055302	63094250	+	135	60	132	51	161
ENSMUSG00000071855.6	Ccdc112	protein_coding	chr18	46415218	46444995	-	506	110	91	318	204
ENSMUSG00000071856.11	Mcc	protein_coding	chr18	44558127	44945249	-	133	56	50	103	207
ENSMUSG00000071862.4	Lrrtm2	protein_coding	chr18	35342056	35348077	-	54	0	0	13	16
ENSMUSG00000071866.13	Ppia	protein_coding	chr11	6365443	6369817	+	753	231	199	1857	2966
ENSMUSG00000071867.6	Mrpl27-ps	processed_pseudogene	chr18	15144303	15144749	+	0	4	3	1	4
ENSMUSG00000071890.5	Mroh9	protein_coding	chr1	162851871	162913239	-	0	12	3	0	0
ENSMUSG00000071984.12	Fndc1	protein_coding	chr17	7957401	8046134	-	11	3	5	1	19
ENSMUSG00000072066.8	6720489N17Rik	protein_coding	chr13	62750827	62771996	-	145	11	3	75	77
ENSMUSG00000072082.8	Ccnf	protein_coding	chr17	24441172	24470458	-	1345	1128	825	2383	3346
ENSMUSG00000072109.12	A530040E14Rik	lncRNA	chr1	85083667	85091756	+	0	0	0	7	10
ENSMUSG00000072115.12	Ang	protein_coding	chr14	51328607	51339466	+	6	4	3	0	5
ENSMUSG00000072235.7	Tuba1a	protein_coding	chr15	98847718	98851584	-	3260	23	10	734	855
ENSMUSG00000072244.12	Trim6	protein_coding	chr7	103868000	103884359	+	1169	849	308	1618	2216
ENSMUSG00000072249.4	Fthl17f	protein_coding	chrX	8929254	8930100	+	0	3	1	6	7
ENSMUSG00000072255.4	Rpl31-ps17	processed_pseudogene	chr12	54748114	54748491	-	6	1	2	5	6
ENSMUSG00000072258.12	Taf1a	protein_coding	chr1	183170325	183191020	+	231	208	112	384	405
ENSMUSG00000072294.6	Klf12	protein_coding	chr14	100108068	100522115	-	278	24	46	83	143
ENSMUSG00000072295.8	C2cd6	protein_coding	chr1	59036275	59134059	-	16	0	0	4	6
ENSMUSG00000072324.5	Gm8420	processed_pseudogene	chr1	51979823	51980420	-	56	10	6	306	320
ENSMUSG00000072407.5	Gm6419	processed_pseudogene	chr10	74698820	74699248	-	15	2	3	3	4
ENSMUSG00000072419.6	Dppa2	protein_coding	chr16	48124271	48140086	+	231	191	93	373	475
ENSMUSG00000072437.5	Nanos1	protein_coding	chr19	60744425	60748352	+	66	9	12	51	50
ENSMUSG00000072473.5	1700024G13Rik	protein_coding	chr14	32098025	32110348	-	12	8	1	8	6
ENSMUSG00000072476.7	Gm9008	protein_coding	chr6	76472415	76474767	-	50	1	1	5	24
ENSMUSG00000072492.6	Gm10364	transcribed_processed_pseudogene	chr14	55275919	55280436	+	19	6	3	11	10
ENSMUSG00000072501.6	Phf20l1	protein_coding	chr15	66449409	66519825	+	397	12	12	172	211
ENSMUSG00000072568.5	Lratd2	protein_coding	chr15	60690843	60725627	-	54	0	0	12	32
ENSMUSG00000072571.4	Tmem253	protein_coding	chr14	52253115	52257251	+	29	21	28	47	55
ENSMUSG00000072572.10	Slc39a2	protein_coding	chr14	52130346	52134202	+	0	6	23	3	11
ENSMUSG00000072576.6	Gm16020	processed_pseudogene	chr5	134492094	134492303	+	27	4	2	2	6
ENSMUSG00000072582.10	Ptrh2	protein_coding	chr11	86574811	86583283	+	298	691	480	405	446
ENSMUSG00000072591.11	Fzd10os	lncRNA	chr5	128656170	128677757	-	6	4	4	4	1
ENSMUSG00000072621.14	Slfn10-ps	transcribed_unprocessed_pseudogene	chr11	82918956	82930868	-	54	1	1	35	21
ENSMUSG00000072623.7	Zfp9	protein_coding	chr6	118438911	118456281	-	12	0	0	10	8
ENSMUSG00000072640.12	Lyrm9	protein_coding	chr11	78717410	78737696	+	368	88	40	273	207
ENSMUSG00000072647.7	Adam1a	protein_coding	chr5	121656639	121660134	-	11	0	0	19	14
ENSMUSG00000072653.15	Zfp783	transcribed_unprocessed_pseudogene	chr6	47920105	47932847	+	17	5	3	27	28
ENSMUSG00000072662.3	Mansc4	protein_coding	chr6	146976558	146988530	-	0	9	7	15	15
ENSMUSG00000072663.13	Spef2	protein_coding	chr15	9578279	9748954	-	18	7	8	6	6
ENSMUSG00000072664.12	Ugt3a1	protein_coding	chr15	9276974	9315118	+	0	3	1	3	9
ENSMUSG00000072676.13	Tmem254a	protein_coding	chr14	25923724	25928096	-	167	194	247	83	163
ENSMUSG00000072692.8	Rpl37rt	transcribed_processed_pseudogene	chr5	115240982	115248327	-	348	150	101	82	127
ENSMUSG00000072694.9	1500011B03Rik	protein_coding	chr5	114946257	114961529	-	517	572	886	438	615
ENSMUSG00000072704.7	Smim10l1	protein_coding	chr6	133081872	133087862	+	76	24	40	39	82
ENSMUSG00000072707.4	Olfr31	protein_coding	chr14	8137972	8146935	-	66	0	1	5	4
ENSMUSG00000072709.4	Olfr380	protein_coding	chr11	73343712	73348334	-	21	0	0	6	7
ENSMUSG00000072720.10	Myo18b	protein_coding	chr5	112836742	113044228	-	17	2	5	52	148
ENSMUSG00000072723.13	Gm10044	transcribed_unprocessed_pseudogene	chr14	14678121	14724981	+	3	1	4	5	9
ENSMUSG00000072754.10	Lrcol1	protein_coding	chr5	110492596	110503960	+	0	5	9	10	9
ENSMUSG00000072761.11	Gm6712	lncRNA	chr17	17514705	17539773	+	96	61	27	76	51
ENSMUSG00000072762.10	4930522L14Rik	protein_coding	chr5	109883856	109899752	-	53	14	22	20	41
ENSMUSG00000072763.3	5430403G16Rik	protein_coding	chr5	109822411	109838907	-	131	58	47	90	120
ENSMUSG00000072770.10	Acrbp	protein_coding	chr6	125026652	125040230	+	119	72	79	66	46
ENSMUSG00000072772.4	Grcc10	protein_coding	chr6	124716146	124718337	-	20	208	308	29	88
ENSMUSG00000072774.11	Zfp951	protein_coding	chr5	104961035	105007936	-	334	165	73	314	297
ENSMUSG00000072780.4	Vmn2r24	protein_coding	chr6	123755838	123801871	+	35	0	2	13	41
ENSMUSG00000072789.5	Gm10420	processed_pseudogene	chr6	122672960	122673841	+	39	3	4	8	10
ENSMUSG00000072809.3	9330160F10Rik	lncRNA	chr11	68948544	68951309	-	13	0	0	10	0
ENSMUSG00000072825.12	Cep170b	protein_coding	chr12	112686889	112713026	+	217	124	90	385	915
ENSMUSG00000072844.7	G530011O06Rik	lncRNA	chrX	168758039	168761913	-	0	1	0	8	3
ENSMUSG00000072845.4	Tmprss11a	protein_coding	chr5	86558269	86616849	-	1303	4	2	130	144
ENSMUSG00000072847.5	A530017D24Rik	lncRNA	chr11	61755394	61758884	-	98	0	0	34	67
ENSMUSG00000072852.5	2310040G07Rik	transcribed_unprocessed_pseudogene	chr5	77076219	77095605	+	0	0	0	0	13
ENSMUSG00000072872.4	Rybp	protein_coding	chr6	100205526	100264446	-	1816	220	223	1626	2210
ENSMUSG00000072875.3	Gpr27	protein_coding	chr6	99669640	99672027	+	6	4	16	17	21
ENSMUSG00000072884.11	Gm10433	lncRNA	chr12	100154227	100159799	+	6	2	2	1	7
ENSMUSG00000072889.10	Nfxl1	protein_coding	chr5	72670644	72717027	-	364	213	95	413	494
ENSMUSG00000072893.13	4933439C10Rik	lncRNA	chr11	59396488	59404473	+	9	1	2	41	60
ENSMUSG00000072905.6	Eif1ad3	protein_coding	chr12	87840842	87844629	+	0	0	1	5	7
ENSMUSG00000072915.4	Gm12258	protein_coding	chr11	58737984	58752782	+	66	34	32	112	126
ENSMUSG00000072919.5	Noxred1	protein_coding	chr12	87267814	87285506	-	70	25	26	48	43
ENSMUSG00000072940.6	Gm10443	processed_pseudogene	chr6	86311013	86311222	+	5	10	13	12	6
ENSMUSG00000072944.12	Nup62cl	protein_coding	chrX	138907554	138963461	-	243	706	464	361	424
ENSMUSG00000072945.4	Ripply1	protein_coding	chrX	138680298	138683102	-	34	48	23	70	57
ENSMUSG00000072946.13	Ptgr2	protein_coding	chr12	84332006	84362606	+	244	190	95	287	319
ENSMUSG00000072949.7	Acot1	protein_coding	chr12	84056264	84065145	+	449	205	176	322	567
ENSMUSG00000072964.15	Bhlhb9	protein_coding	chrX	134698343	134791830	+	644	184	66	421	558
ENSMUSG00000072966.12	Gprasp2	protein_coding	chrX	134739783	134745479	+	181	75	36	198	461
ENSMUSG00000072969.3	Armcx5	protein_coding	chrX	134643482	134648071	+	71	17	10	113	96
ENSMUSG00000072974.5	Gm4787	protein_coding	chr12	81423765	81426238	-	7	0	0	9	4
ENSMUSG00000072978.4	Gm5830	processed_pseudogene	chr1	78945354	78945796	-	0	9	5	1	2
ENSMUSG00000072980.4	Oip5	protein_coding	chr2	119439993	119448950	-	223	114	92	374	301
ENSMUSG00000073000.4	Gm10451	lncRNA	chr12	76491271	76498110	+	148	52	52	225	254
ENSMUSG00000073016.4	Uprt	protein_coding	chrX	103526424	103551096	+	108	25	17	32	70
ENSMUSG00000073018.7	Gm1070	transcribed_unprocessed_pseudogene	chr6	71270749	71279864	+	12	25	36	62	51
ENSMUSG00000073027.11	Dmrtc1b	protein_coding	chrX	101751471	101758815	+	5	11	3	11	9
ENSMUSG00000073062.4	Zxdb	protein_coding	chrX	93768175	93773793	+	1	0	3	6	11
ENSMUSG00000073079.7	Srp54a	protein_coding	chr12	55127047	55162152	+	67	92	37	142	176
ENSMUSG00000073096.12	Lrrc61	protein_coding	chr6	48531730	48547656	+	22	21	9	27	33
ENSMUSG00000073102.8	Drc1	protein_coding	chr5	30486386	30524039	+	17	11	5	67	45
ENSMUSG00000073125.11	Xlr3b	protein_coding	chrX	72235813	72246536	+	4	2	1	33	17
ENSMUSG00000073131.13	Vma21	protein_coding	chrX	70859530	70883363	+	345	98	97	138	116
ENSMUSG00000073139.10	Tmem185a	protein_coding	chrX	69503359	69520786	-	251	152	174	178	182
ENSMUSG00000073144.5	4930599N23Rik	lncRNA	chr6	39095407	39125246	+	0	3	3	0	4
ENSMUSG00000073147.4	5031425E22Rik	lncRNA	chr5	23587306	23639267	-	55	23	21	105	139
ENSMUSG00000073152.5	Gm10475	lncRNA	chr5	22115929	22159012	+	35	6	2	1	1
ENSMUSG00000073154.11	9330158H04Rik	lncRNA	chr6	36186555	36367126	-	12	1	0	1	8
ENSMUSG00000073155.13	1810058I24Rik	protein_coding	chr6	35229589	35240431	+	802	396	316	408	482
ENSMUSG00000073158.5	9030624G23Rik	protein_coding	chr12	24093203	24147247	-	49	18	18	74	88
ENSMUSG00000073164.12	2410018L13Rik	lncRNA	chr12	23003998	23060285	-	51	6	6	51	57
ENSMUSG00000073176.5	Zfp449	protein_coding	chrX	55391760	55411034	+	158	37	20	49	96
ENSMUSG00000073179.4	Gm10478	pseudogene	chr12	20946240	20946639	-	2	1	0	14	4
ENSMUSG00000073184.5	Gm49957	lncRNA	chr12	19342814	19351265	+	158	54	36	83	75
ENSMUSG00000073197.10	5730507C01Rik	protein_coding	chr12	18564511	18585255	+	226	19	14	110	54
ENSMUSG00000073198.6	Bnip3l-ps	transcribed_processed_pseudogene	chr12	18266543	18267674	+	1	9	8	7	13
ENSMUSG00000073207.2	Ccdc160	protein_coding	chrX	51880077	51888345	+	147	56	40	117	70
ENSMUSG00000073209.5	Klf14	protein_coding	chr6	30932958	30936013	-	0	1	2	4	4
ENSMUSG00000073226.10	Gm10482	lncRNA	chr5	10237833	10287857	+	1	6	9	13	10
ENSMUSG00000073233.5	Nfyc-ps	processed_pseudogene	chr12	7909900	7910907	+	28	6	8	1	5
ENSMUSG00000073236.5	2500004C02Rik	lncRNA	chr2	153183077	153187993	-	65	6	7	69	32
ENSMUSG00000073243.3	Gm9	protein_coding	chrX	36473001	36474694	-	14	16	15	16	8
ENSMUSG00000073293.5	Nudt10	protein_coding	chrX	6080750	6085069	-	8	1	1	7	10
ENSMUSG00000073294.5	Ezhip	protein_coding	chrX	5993273	5995473	-	8	14	2	11	5
ENSMUSG00000073295.5	Nudt11	protein_coding	chrX	5959507	5967164	+	31	24	16	33	37
ENSMUSG00000073374.4	C030034I22Rik	lncRNA	chr17	69724397	69728627	+	3	0	0	9	8
ENSMUSG00000073399.10	Trim40	protein_coding	chr17	37192490	37201015	-	54	0	0	3	12
ENSMUSG00000073402.12	Gm8909	protein_coding	chr17	36475335	36479429	-	0	3	2	6	4
ENSMUSG00000073403.12	Gm10499	transcribed_unprocessed_pseudogene	chr17	36452650	36456815	-	24	18	17	89	80
ENSMUSG00000073406.11	H2-Bl	polymorphic_pseudogene	chr17	36391007	36395115	-	103	15	50	71	59
ENSMUSG00000073408.3	Mucl3	protein_coding	chr17	35946644	35954587	-	13	2	2	8	2
ENSMUSG00000073411.13	H2-D1	protein_coding	chr17	35481706	35486475	+	177	188	166	186	216
ENSMUSG00000073412.7	Lst1	protein_coding	chr17	35404071	35407415	-	12	16	7	14	14
ENSMUSG00000073413.10	Ly6g6d	protein_coding	chr17	35290419	35297041	-	10	24	36	26	39
ENSMUSG00000073414.9	Mpig6b	protein_coding	chr17	35281669	35285160	-	5	6	2	6	17
ENSMUSG00000073418.5	C4b	protein_coding	chr17	34947354	34962856	-	9	1	3	4	10
ENSMUSG00000073421.7	H2-Ab1	protein_coding	chr17	34476663	34488393	+	10	31	71	26	86
ENSMUSG00000073422.12	H2-Ke6	protein_coding	chr17	34245007	34247034	-	0	0	1	6	12
ENSMUSG00000073423.11	Zfp414	protein_coding	chr17	33848064	33850753	+	31	141	178	129	224
ENSMUSG00000073427.5	Gm4924	protein_coding	chr10	82190089	82258716	+	687	87	40	114	151
ENSMUSG00000073433.12	Arhgdig	protein_coding	chr17	26418157	26426760	-	37	44	26	62	69
ENSMUSG00000073434.13	Wdr90	protein_coding	chr17	26063745	26080475	-	104	59	29	469	665
ENSMUSG00000073436.12	Eme2	protein_coding	chr17	25107460	25114061	-	7	1	4	23	12
ENSMUSG00000073437.11	D330041H03Rik	lncRNA	chr17	24623623	24633516	-	27	5	6	28	38
ENSMUSG00000073448.4	Gm10509	processed_pseudogene	chr17	21909088	21909929	+	13	1	4	9	8
ENSMUSG00000073460.6	Pnldc1	protein_coding	chr17	13107616	13129117	-	68	142	38	208	228
ENSMUSG00000073468.13	Sft2d1	protein_coding	chr17	8529934	8546274	+	33	21	28	61	84
ENSMUSG00000073471.4	Rsph3a	protein_coding	chr17	8164446	8198656	+	4	1	2	14	5
ENSMUSG00000073478.7	D730003I15Rik	lncRNA	chr1	190956651	190958337	+	7	0	6	9	13
ENSMUSG00000073481.10	Mtarc2	protein_coding	chr1	184545265	184578648	-	786	667	826	689	1048
ENSMUSG00000073485.4	H3f3aos	lncRNA	chr1	180641341	180644424	+	28	0	0	4	13
ENSMUSG00000073486.3	Gm10518	lncRNA	chr1	179630941	179632241	+	0	4	4	0	4
ENSMUSG00000073514.5	Dok6	protein_coding	chr18	89310548	89787652	-	4	0	0	4	19
ENSMUSG00000073529.10	F830208F22Rik	lncRNA	chr18	77880959	77884443	-	38	13	7	34	44
ENSMUSG00000073538.11	E330020D12Rik	lncRNA	chr1	153280573	153289979	-	8	7	3	8	14
ENSMUSG00000073542.4	Cep76	protein_coding	chr18	67750870	67774406	-	477	172	70	357	461
ENSMUSG00000073557.13	Ppp1r12b	protein_coding	chr1	134682396	134883680	-	104	13	9	169	165
ENSMUSG00000073559.3	Gm8618	processed_pseudogene	chr1	134037106	134037537	+	21	5	6	9	14
ENSMUSG00000073563.4	Csnk1g3	protein_coding	chr18	53995194	54088620	+	683	113	81	302	383
ENSMUSG00000073568.3	Arl14epl	protein_coding	chr18	47054882	47067299	+	379	239	141	407	422
ENSMUSG00000073569.3	Gm10540	processed_pseudogene	chr18	45418903	45419187	-	29	6	5	5	2
ENSMUSG00000073590.4	3222401L13Rik	lncRNA	chr18	37788504	37794795	+	9	2	2	26	22
ENSMUSG00000073591.5	Pcdhb22	protein_coding	chr18	37650924	37657532	+	4	1	1	1	8
ENSMUSG00000073599.11	Ecscr	protein_coding	chr18	35846139	35855409	-	0	15	18	5	8
ENSMUSG00000073600.6	Prob1	protein_coding	chr18	35783404	35788291	-	8	4	6	20	19
ENSMUSG00000073608.5	Gal3st2c	protein_coding	chr1	93918231	93944869	+	26	0	0	8	7
ENSMUSG00000073609.10	D2hgdh	protein_coding	chr1	93752631	93780070	+	32	117	80	154	255
ENSMUSG00000073616.11	Cops9	protein_coding	chr1	92564867	92569707	-	687	497	500	554	585
ENSMUSG00000073627.8	C130036L24Rik	lncRNA	chr1	86287296	86301513	+	14	12	10	75	43
ENSMUSG00000073633.10	Fbxo36	protein_coding	chr1	84817562	84878208	+	37	20	20	26	17
ENSMUSG00000073639.7	Rab18	protein_coding	chr18	6733905	6794429	+	1423	950	746	1289	1567
ENSMUSG00000073640.4	Rpl27-ps3	processed_pseudogene	chr18	6332632	6333042	+	49	12	9	8	18
ENSMUSG00000073643.12	Wdfy1	protein_coding	chr1	79679979	79753860	-	852	533	328	1446	1663
ENSMUSG00000073647.5	Gm10557	processed_pseudogene	chr18	4198320	4198938	-	33	0	1	28	25
ENSMUSG00000073650.9	Catip	protein_coding	chr1	74401267	74408480	+	48	5	4	25	34
ENSMUSG00000073652.11	Apol7d	lncRNA	chr1	71691996	71702002	+	18	6	6	3	7
ENSMUSG00000073658.5	Crygb	protein_coding	chr1	65119378	65121447	-	0	6	1	4	3
ENSMUSG00000073664.12	Nbeal1	protein_coding	chr1	60219758	60377487	+	2118	110	94	867	1090
ENSMUSG00000073676.5	Hspe1	protein_coding	chr1	55127291	55130466	+	2357	1344	1124	1918	2201
ENSMUSG00000073678.5	Pgap1	protein_coding	chr1	54512153	54596843	-	3097	561	972	896	1199
ENSMUSG00000073680.3	Tmem88b	protein_coding	chr4	155866048	155870331	-	8	1	1	15	9
ENSMUSG00000073684.14	Faap20	protein_coding	chr4	155334259	155341144	+	107	79	55	125	129
ENSMUSG00000073700.4	Klhl21	protein_coding	chr4	152093260	152102137	+	387	87	63	379	686
ENSMUSG00000073702.12	Rpl31	protein_coding	chr1	39406923	39410992	+	1443	4270	3257	1430	1844
ENSMUSG00000073705.11	Cenps	protein_coding	chr4	149211578	149222086	-	281	165	86	270	214
ENSMUSG00000073716.7	Gm13241	processed_pseudogene	chr4	146559789	146560568	+	0	2	0	35	15
ENSMUSG00000073725.9	Lmbrd1	protein_coding	chr1	24717711	24805382	+	562	498	801	225	264
ENSMUSG00000073728.11	Tmem51os1	lncRNA	chr4	141811283	141815410	+	10	10	15	12	23
ENSMUSG00000073733.5	Cplane2	protein_coding	chr4	140941267	140954067	+	11	27	21	19	59
ENSMUSG00000073752.3	Gm10570	lncRNA	chr4	130200349	130202467	-	0	1	6	0	3
ENSMUSG00000073755.5	5730409E04Rik	protein_coding	chr4	126503611	126508164	+	20	35	19	31	20
ENSMUSG00000073758.11	Sh3d21	protein_coding	chr4	126044395	126057284	-	7	10	3	21	22
ENSMUSG00000073768.4	Olfr1330	protein_coding	chr4	118745794	118756794	+	33	1	1	10	10
ENSMUSG00000073771.12	Btbd19	protein_coding	chr4	116976416	116982922	-	39	48	69	187	292
ENSMUSG00000073775.5	Kti12	protein_coding	chr4	108704982	108706610	+	165	344	278	476	626
ENSMUSG00000073779.8	Lrp8os2	lncRNA	chr4	107663230	107680219	-	111	30	22	101	150
ENSMUSG00000073791.14	Efcab7	protein_coding	chr4	99717435	99769985	+	67	42	18	56	76
ENSMUSG00000073792.12	Alg6	protein_coding	chr4	99603901	99651697	+	540	472	624	328	305
ENSMUSG00000073795.12	Spef1l	protein_coding	chr7	139552216	139558668	-	0	0	1	9	7
ENSMUSG00000073802.6	Cdkn2b	protein_coding	chr4	89224536	89229276	-	0	10	2	7	19
ENSMUSG00000073805.6	Insyn2a	protein_coding	chr7	134483655	134540159	-	18	0	0	5	13
