gene_id	gene_name	gene_type	chrom	start	end	strand	clip_count	rpf_siLuc	rpf_siLin28a	rna_siLuc	rna_siLin28a	clip_enrichment_log2	te_change_log2	group
ENSMUSG00000082380.2	Gm12218	processed_pseudogene	chr11	53793583	53793981	-	0	3	3	2	3	-1.5849625007211563	-0.4150374992788438	Q3_clip_low_te_down
ENSMUSG00000082381.2	Gm12928	processed_pseudogene	chr4	126370520	126371092	-	2	1	2	1	7	-0.5145731728297581	-1.415037499278844	Q3_clip_low_te_down
ENSMUSG00000082389.3	Mkrn1-ps1	processed_pseudogene	chr5	88985869	88987258	-	32	1	4	9	12	1.7432245846378887	0.9434164716336326	Q1_clip_high_te_up
ENSMUSG00000082390.2	Gm12136	processed_pseudogene	chr11	40460144	40461352	-	50	8	4	9	9	2.572889668420581	-0.84799690655495	Q4_clip_high_te_down
ENSMUSG00000082402.2	Gm15621	processed_pseudogene	chr5	124610490	124610853	+	149	14	2	7	12	4.058893689053568	-3.0223678130284544	Q4_clip_high_te_down
ENSMUSG00000082419.4	Gm11425	processed_pseudogene	chr11	82918326	82918823	-	11	23	3	5	7	1.0	-3.0	Q4_clip_high_te_down
ENSMUSG00000082420.3	Gm6517	processed_pseudogene	chr5	67047709	67048219	+	23	67	50	3	16	1.4150374992788437	-2.502500340529183	Q4_clip_high_te_down
ENSMUSG00000082423.2	Gm15148	processed_pseudogene	chrX	150276110	150276265	-	0	77	78	43	82	-5.766292265435718	-0.8972292833947728	Q3_clip_low_te_down
ENSMUSG00000082424.5	Gm13292	processed_pseudogene	chr2	11413842	11414841	-	5	4	0	5	12	-0.4405725913859815	-3.4374053123072983	other
ENSMUSG00000082429.2	Gm13171	processed_pseudogene	chr4	155586773	155587163	-	10	0	1	1	10	0.9813843218326531	-1.4594316186372973	Q4_clip_high_te_down
ENSMUSG00000082431.4	Prdx2-ps1	processed_pseudogene	chr1	99718154	99718750	-	8	21	24	14	23	-0.8930847960834878	-0.49364733397521005	Q3_clip_low_te_down
ENSMUSG00000082436.2	Gm11688	processed_pseudogene	chr2	144103154	144103461	-	15	1	2	7	8	1.1349295800861086	0.41503749927884376	Q1_clip_high_te_up
ENSMUSG00000082454.4	Gm12183	processed_pseudogene	chr11	48642694	48644541	-	462	42	16	111	113	2.2570818421814964	-1.3643370055588964	Q4_clip_high_te_down
ENSMUSG00000082455.4	Gm13665	processed_pseudogene	chr2	72947092	72947619	+	129	3	1	5	7	4.437405312307298	-1.415037499278844	Q4_clip_high_te_down
ENSMUSG00000082456.2	Gm11598	processed_pseudogene	chr11	100134099	100134455	+	12	38	30	2	6	1.6009040445901779	-1.553598329811821	Q4_clip_high_te_down
ENSMUSG00000082457.2	Gm13776	processed_pseudogene	chr2	91546504	91547764	-	26	1	0	14	8	1.3923174227787602	-0.26303440583379395	other
ENSMUSG00000082458.2	Gm9430	processed_pseudogene	chrX	8528541	8530067	-	87	1	1	6	4	4.096861539252589	0.4854268271702419	Q1_clip_high_te_up
ENSMUSG00000082461.2	Gm8844	processed_pseudogene	chrX	85359689	85362302	+	7	0	0	5	8	0.3155018257279294	-0.5849625007211563	other
ENSMUSG00000082465.2	Rps6-ps3	processed_pseudogene	chr9	53600834	53601583	-	5	1	1	11	11	-0.777607578663552	0.0	other
ENSMUSG00000082467.2	Gm6743	processed_pseudogene	chrX	60874116	60875181	+	23	4	2	11	22	0.6780719051126377	-1.675565049502063	Q4_clip_high_te_down
ENSMUSG00000082474.4	Gm8213	processed_pseudogene	chr6	116172379	116172819	-	35	12	8	13	4	2.144389909335175	0.954912110471462	Q1_clip_high_te_up
ENSMUSG00000082475.3	Gm7206	processed_pseudogene	chr14	45941993	45951180	+	79	3	3	6	13	3.15200309344505	-1.0	Q4_clip_high_te_down
ENSMUSG00000082476.2	Gm12242	processed_pseudogene	chr11	57339933	57340670	+	6	3	2	4	13	-0.21818017004953344	-1.9004643264490857	other
ENSMUSG00000082478.2	Gm11619	processed_pseudogene	chr11	101244135	101244371	-	0	3	3	3	2	-1.5849625007211563	0.41503749927884376	Q2_clip_low_te_up
ENSMUSG00000082480.2	Gm11687	processed_pseudogene	chr2	143984408	143985293	-	4	1	1	10	13	-1.0995356735509143	-0.34792330342030686	Q3_clip_low_te_down
ENSMUSG00000082481.2	Rps12-ps19	processed_pseudogene	chr11	74961640	74962039	-	3	3	1	5	3	-0.09953567355091422	-0.4150374992788438	other
ENSMUSG00000082484.2	Gm16177	processed_pseudogene	chr8	87385946	87386663	-	5	16	2	7	8	-0.2801079191927352	-2.6724253419714956	other
ENSMUSG00000082487.2	Gm11628	processed_pseudogene	chr11	102383265	102383435	-	4	6	4	0	3	1.222392421336448	-2.4854268271702415	Q4_clip_high_te_down
ENSMUSG00000082491.2	Gm5909	processed_pseudogene	chr8	80837435	80838715	-	74	8	5	11	12	2.807354922057604	-0.7004397181410921	Q4_clip_high_te_down
ENSMUSG00000082496.4	Gm6798	processed_pseudogene	chrX	8520704	8521063	+	94	27	40	34	57	1.2530892185593643	-0.17850089562212615	other
ENSMUSG00000082510.2	Gm11793	processed_pseudogene	chr11	120996973	120997953	-	13	3	0	4	11	0.9422845021437126	-3.263034405833794	Q4_clip_high_te_down
ENSMUSG00000082511.2	Gm4915	processed_pseudogene	chrX	112931694	112933262	+	19	2	1	7	2	2.084888897586513	0.8300749985576875	Q1_clip_high_te_up
ENSMUSG00000082515.2	Gm12902	processed_pseudogene	chr4	123820027	123820348	+	27	0	1	2	9	2.3293076252529596	-0.736965594166206	Q4_clip_high_te_down
ENSMUSG00000082516.2	Gm13342	processed_pseudogene	chr2	22415336	22415542	-	0	0	5	1	7	-2.099535673550914	0.5849625007211562	Q2_clip_low_te_up
ENSMUSG00000082519.2	Vamp7-ps	processed_pseudogene	chr2	173888412	173889066	-	15	14	16	17	17	0.05246741989413548	0.18057224564182084	other
ENSMUSG00000082535.2	Gm7860	processed_pseudogene	chr16	91336070	91336948	-	8	2	2	4	11	0.30485458152842093	-1.2630344058337937	other
ENSMUSG00000082536.2	Gm13456	processed_pseudogene	chr2	40445764	40447128	+	781	155	63	531	478	0.8518499367407856	-1.134001629097239	Q4_clip_high_te_down
ENSMUSG00000082552.2	Gm11850	processed_pseudogene	chr4	17045574	17046052	-	0	20	29	0	0	0.22239242133644802	0.5145731728297582	other
ENSMUSG00000082561.2	Gm15580	processed_pseudogene	chr7	143150176	143150731	+	31	7	5	22	78	-0.4500329206350475	-2.1952562913989335	other
ENSMUSG00000082571.2	Gm8737	processed_pseudogene	chrX	161480608	161481249	+	0	6	4	1	1	-0.777607578663552	-0.4854268271702417	Q3_clip_low_te_down
ENSMUSG00000082575.2	Eef2-ps2	processed_pseudogene	chr4	142968594	142969938	-	218	24	4	133	200	0.6091621955924866	-2.9068905956085187	Q4_clip_high_te_down
ENSMUSG00000082579.2	Gm11979	processed_pseudogene	chr11	6735838	6736580	-	29	0	1	5	4	2.669851398307669	1.2630344058337941	Q1_clip_high_te_up
ENSMUSG00000082587.2	Gm12129	processed_pseudogene	chr11	38109896	38111042	+	22	3	1	5	7	1.9385994553358568	-1.415037499278844	Q4_clip_high_te_down
ENSMUSG00000082588.2	Gm15443	processed_pseudogene	chr1	148900970	148901789	-	17	4	6	3	10	1.485426827170242	-0.9740047914670557	Q4_clip_high_te_down
ENSMUSG00000082593.2	Gm11331	unprocessed_pseudogene	chr13	23450704	23450991	+	28	1	0	36	39	-0.18641312423088113	-1.1124747292584125	other
ENSMUSG00000082596.2	Gm14227	processed_pseudogene	chr2	155040552	155041180	-	11	3	6	6	2	1.485426827170242	2.0297473433940523	Q1_clip_high_te_up
ENSMUSG00000082605.2	Gm16148	processed_pseudogene	chr10	3896199	3897091	-	30	2	0	4	7	2.4761490135822313	-2.263034405833794	Q4_clip_high_te_down
ENSMUSG00000082608.2	Gm7670	processed_pseudogene	chr18	16972374	16973014	-	82	5	1	4	4	4.27550375779601	-1.584962500721156	Q4_clip_high_te_down
ENSMUSG00000082609.2	Gm15464	processed_pseudogene	chr1	60156414	60156844	+	10	7	5	7	17	-0.01861567816734691	-1.5849625007211563	other
ENSMUSG00000082615.2	Gm13239	processed_pseudogene	chr4	145416412	145417048	+	7	0	0	9	29	-1.0995356735509143	-1.5849625007211563	Q3_clip_low_te_down
ENSMUSG00000082617.4	Smt3h2-ps	processed_pseudogene	chrX	7618369	7618653	+	61	4	1	3	2	4.369233809665719	-0.9068905956085186	Q4_clip_high_te_down
ENSMUSG00000082619.2	Gm16219	processed_pseudogene	chr10	75805732	75806005	+	0	8	12	0	0	0.22239242133644802	0.5305147166987798	other
ENSMUSG00000082622.2	Gm12632	processed_pseudogene	chr4	90745120	90745614	+	10	12	3	5	5	1.096861539252589	-1.7004397181410922	Q4_clip_high_te_down
ENSMUSG00000082625.2	Gm15204	processed_pseudogene	chrX	161134592	161136872	+	37	3	3	6	4	2.8853574340588772	0.4854268271702419	Q1_clip_high_te_up
ENSMUSG00000082626.2	Rps13-ps5	processed_pseudogene	chr11	61096546	61097001	-	6	5	6	3	4	0.8598223419517397	-0.09953567355091457	other
ENSMUSG00000082632.3	Gm13365	processed_pseudogene	chr2	15401559	15402531	+	44	27	18	341	524	-3.0456426655557123	-1.1777485062816055	Q3_clip_low_te_down
ENSMUSG00000082633.2	Gm15779	processed_pseudogene	chr6	148905413	148905824	+	91	2	1	4	15	3.3536369546147005	-2.263034405833794	Q4_clip_high_te_down
ENSMUSG00000082634.2	Gm12900	processed_pseudogene	chr4	123168693	123169265	-	17	4	4	4	4	2.070389327891398	0.0	other
ENSMUSG00000082646.2	Gm12732	processed_pseudogene	chr11	77530680	77530859	+	245	12	8	6	2	5.842978831788326	0.6918777046376682	Q1_clip_high_te_up
ENSMUSG00000082669.2	Gm5393	processed_pseudogene	chrX	111211893	111212164	+	8	6	2	2	1	2.070389327891398	-0.6374299206152919	Q4_clip_high_te_down
ENSMUSG00000082671.3	Gm14006	processed_pseudogene	chr2	128399174	128400154	-	6	5	0	5	4	0.5703157247567547	-2.321928094887362	Q4_clip_high_te_down
ENSMUSG00000082675.2	Gm6382	processed_pseudogene	chrX	140993880	140994821	+	36	3	0	7	11	2.1099176920780356	-2.584962500721156	Q4_clip_high_te_down
ENSMUSG00000082686.2	Gm12961	processed_pseudogene	chr4	111647818	111648867	-	69	2	3	5	0	4.54432051622381	3.0	Q1_clip_high_te_up
ENSMUSG00000082688.2	Gm12124	processed_pseudogene	chr11	35683608	35684286	+	50	11	8	50	41	0.3556589521999121	-0.13492958008610853	other
ENSMUSG00000082691.7	Dynlt1-ps1	processed_pseudogene	chr6	135326406	135326747	-	142	66	37	32	33	2.316174567657065	-0.8612303989060728	Q4_clip_high_te_down
ENSMUSG00000082693.4	Gm15190	processed_pseudogene	chrX	158367779	158368054	-	18	0	0	22	7	0.5161236243931583	1.5235619560570128	Q1_clip_high_te_up
ENSMUSG00000082705.2	Gm15616	processed_pseudogene	chr5	72204548	72204922	+	711	5	2	11	11	6.113163351581689	-1.0	Q4_clip_high_te_down
ENSMUSG00000082715.2	Gm11633	processed_pseudogene	chr11	97859618	97860061	+	242	53	32	16	19	3.9377515593132792	-0.9449586364420379	Q4_clip_high_te_down
ENSMUSG00000082727.3	Gm13260	processed_pseudogene	chr2	11612244	11613507	-	5	2	0	5	5	0.22239242133644802	-1.5849625007211563	other
ENSMUSG00000082740.2	Gm14127	processed_pseudogene	chr2	150311331	150312085	-	64	1	2	24	39	1.222392421336448	-0.09310940439148147	other
ENSMUSG00000082741.3	Gm9703	processed_pseudogene	chr17	27749041	27749386	+	48	0	0	5	7	3.0297473433940523	-0.4150374992788438	Q4_clip_high_te_down
ENSMUSG00000082743.2	Gm12988	processed_pseudogene	chr4	135483529	135484006	-	49	8	3	18	19	1.5808463922489244	-1.2439255828860891	Q4_clip_high_te_down
ENSMUSG00000082746.2	Rps12-ps1	processed_pseudogene	chrX	102533123	102533523	+	1	1	0	4	8	-1.5849625007211563	-1.8479969065549502	Q3_clip_low_te_down
ENSMUSG00000082755.2	Gm8692	processed_pseudogene	chrX	75030784	75031221	-	645	8	5	6	7	6.650892180421854	-0.7776075786635522	Q4_clip_high_te_down
ENSMUSG00000082758.2	Gm13024	processed_pseudogene	chr4	145117513	145118230	+	28	8	6	34	15	0.4079480744925244	0.7667129375602584	other
ENSMUSG00000082760.3	Gm15546	processed_pseudogene	chr5	121609626	121610451	-	0	1	0	1	8	-2.237039197300849	-3.1699250014423126	Q3_clip_low_te_down
ENSMUSG00000082765.4	Gm14411	unprocessed_pseudogene	chr2	176817256	176819502	-	49	0	0	19	10	1.9120523007242973	0.8624964762500651	Q1_clip_high_te_up
ENSMUSG00000082769.4	Gm15793	processed_pseudogene	chr1	66888267	66888761	-	0	4	1	6	4	-2.3625700793847084	-0.8365012677171204	Q3_clip_low_te_down
ENSMUSG00000082774.2	Gm8805	processed_pseudogene	chr1	65591841	65592153	+	41	38	37	52	32	0.1884450894131103	0.646051629786083	other
ENSMUSG00000082776.4	Gm7061	processed_pseudogene	chrX	93816225	93817640	-	9	4	2	2	6	1.222392421336448	-1.9593580155026542	Q4_clip_high_te_down
ENSMUSG00000082778.2	Gm15191	processed_pseudogene	chrX	150728364	150729363	+	8	1	4	7	15	-0.19264507794239588	0.32192809488736235	other
ENSMUSG00000082780.3	Rps11-ps5	processed_pseudogene	chr7	96084753	96085224	-	404	496	359	240	266	0.8954858323362693	-0.6130555406902036	Q4_clip_high_te_down
ENSMUSG00000082791.4	Gm4875	processed_pseudogene	chr6	117974168	117974953	+	6	19	6	9	13	-0.5552151573271039	-2.0	Q3_clip_low_te_down
ENSMUSG00000082792.2	Gm12176	processed_pseudogene	chr11	47432259	47433133	+	29	6	5	9	17	1.3219280948873624	-1.0703893278913978	Q4_clip_high_te_down
ENSMUSG00000082793.3	Btf3-ps4	processed_pseudogene	chr14	123935553	123936000	-	24	5	0	12	4	1.6963236096688603	-1.2064508774674263	Q4_clip_high_te_down
ENSMUSG00000082795.2	Gm13193	processed_pseudogene	chr2	4960880	4961104	-	6	69	18	0	3	1.7078192485066896	-3.881355503501381	Q4_clip_high_te_down
ENSMUSG00000082806.2	Rpl13-ps1	processed_pseudogene	chr11	85001952	85002619	-	1733	232	140	165	239	3.3169446873731068	-1.2564859565170803	Q4_clip_high_te_down
ENSMUSG00000082809.4	Gm14150	processed_pseudogene	chr2	151300876	151302229	+	54	7	5	18	28	1.4187896341399513	-1.0250909809628304	Q4_clip_high_te_down
ENSMUSG00000082810.2	Gm8682	processed_pseudogene	chrX	158819317	158819814	+	20	39	26	6	10	1.4447848426728962	-1.2191172893035869	Q4_clip_high_te_down
ENSMUSG00000082815.3	Gm5678	protein_coding	chr16	93424985	93427339	+	8	18	9	31	25	-1.4656635723488116	-0.6264391366973153	Q3_clip_low_te_down
ENSMUSG00000082816.2	Gm11953	processed_pseudogene	chr11	3901714	3902716	+	0	4	1	4	25	-3.7318038890504273	-3.700439718141092	Q3_clip_low_te_down
ENSMUSG00000082826.2	Mif-ps3	processed_pseudogene	chr3	91931874	91932218	+	6	8	11	4	14	-0.29218075149331035	-1.1699250014423124	other
ENSMUSG00000082831.2	Gm12591	unprocessed_pseudogene	chr11	121859037	121861511	-	26	19	13	2	24	1.1699250014423124	-3.5734668618833267	Q4_clip_high_te_down
ENSMUSG00000082836.2	Gm13612	processed_pseudogene	chr2	68661361	68661750	+	20	3	3	4	5	2.155278225477911	-0.26303440583379395	other
ENSMUSG00000082860.2	Gm13204	processed_pseudogene	chr4	148653513	148654333	-	17	4	1	8	26	0.22239242133644802	-2.9068905956085187	other
ENSMUSG00000082861.4	Gm11362	processed_pseudogene	chr13	29020858	29021707	+	21	3	1	4	10	1.6818240399737452	-2.137503523749935	Q4_clip_high_te_down
ENSMUSG00000082867.2	Gm15730	processed_pseudogene	chr5	8105139	8105553	+	3	3	3	4	0	0.6374299206152918	2.321928094887362	Q1_clip_high_te_up
ENSMUSG00000082870.2	Gm12165	processed_pseudogene	chr11	45927267	45927608	+	3	5	8	3	4	0.05246741989413548	0.2630344058337938	other
ENSMUSG00000082872.2	Gm15773	processed_pseudogene	chr7	12337123	12338570	+	107	7	0	14	6	3.5178483048626195	-1.9004643264490857	Q4_clip_high_te_down
ENSMUSG00000082876.2	Gm11889	processed_pseudogene	chr4	23517362	23518440	-	25	3	1	14	2	1.752907138035228	1.3219280948873624	Q1_clip_high_te_up
ENSMUSG00000082878.2	Gm12583	processed_pseudogene	chr3	37162323	37163175	+	634	10	2	21	16	5.247602984133728	-1.5025003405291832	Q4_clip_high_te_down
ENSMUSG00000082884.2	Gm13339	unprocessed_pseudogene	chr2	22480036	22480545	-	5	92	82	5	12	-0.4405725913859815	-1.2795965971810426	other
ENSMUSG00000082893.2	Gm11383	processed_pseudogene	chr13	33304499	33305305	-	6	2	6	9	9	-0.29218075149331035	1.222392421336448	other
ENSMUSG00000082894.2	Gm6480	processed_pseudogene	chrX	46813405	46815290	+	28	5	4	2	6	2.758445321576658	-1.4854268271702418	Q4_clip_high_te_down
ENSMUSG00000082895.2	Rpsa-ps9	processed_pseudogene	chr2	28367178	28368062	+	14	0	1	12	34	-0.45567948377618955	-0.42884329880387445	other
ENSMUSG00000082896.2	Gm5844	processed_pseudogene	chr3	18062970	18065160	+	95	20	14	49	62	0.9871759596424163	-0.8188505608954335	Q4_clip_high_te_down
ENSMUSG00000082900.2	Gm11557	processed_pseudogene	chr11	99568952	99569959	+	3	0	0	8	10	-1.0995356735509143	-0.2895066171949848	other
ENSMUSG00000082908.5	Gm13736	processed_pseudogene	chr2	87356489	87356741	+	2	10	11	12	6	-1.514573172829758	1.0186156781673468	Q2_clip_low_te_up
ENSMUSG00000082917.2	Gm11440	processed_pseudogene	chr11	84963295	84963821	-	129	101	104	12	33	2.6901713826872653	-1.34520294741462	Q4_clip_high_te_down
ENSMUSG00000082926.4	Gm8172	processed_pseudogene	chrX	68649102	68649851	-	20	8	4	13	48	-0.36257007938470825	-2.655351828612554	other
ENSMUSG00000082927.4	Gm5863	processed_pseudogene	chrX	119070407	119071414	+	2	8	4	40	26	-3.2801079191927354	-0.24533240410033497	other
ENSMUSG00000082935.4	Gm7658	processed_pseudogene	chr1	21582157	21583280	-	136	86	30	120	121	0.3956120006911938	-1.5006212857501449	other
ENSMUSG00000082951.2	Gm13359	processed_pseudogene	chr2	26612399	26613093	-	77	5	2	4	11	3.420331798948357	-2.263034405833794	Q4_clip_high_te_down
ENSMUSG00000082953.4	Gm13217	unprocessed_pseudogene	chr2	9045935	9047295	-	51	1	0	6	17	2.2789759497028155	-2.3625700793847084	Q4_clip_high_te_down
ENSMUSG00000082961.2	Gm15131	processed_pseudogene	chrX	149490017	149490611	-	22	4	3	0	6	2.7459543773934607	-3.1292830169449664	Q4_clip_high_te_down
ENSMUSG00000082967.3	Gm16082	processed_pseudogene	chr14	49950703	49951079	-	14	1	2	2	8	1.5443205162238105	-1.0	Q4_clip_high_te_down
ENSMUSG00000082969.2	Gm12630	processed_pseudogene	chr4	86736031	86736814	-	0	3	1	9	18	-3.635588573791124	-1.9259994185562233	Q3_clip_low_te_down
ENSMUSG00000082978.2	Rpsa-ps11	processed_pseudogene	chr4	59162268	59163156	-	21	3	0	15	17	0.594361198723406	-2.1699250014423126	Q4_clip_high_te_down
ENSMUSG00000082981.2	Polr2k-ps	processed_pseudogene	chr11	95652317	95652491	+	0	14	16	0	2	-0.777607578663552	-1.4043902550793352	Q3_clip_low_te_down
ENSMUSG00000082983.2	Gm12318	processed_pseudogene	chr11	70652933	70653205	-	6	6	2	1	2	1.7078192485066896	-1.8073549220576042	Q4_clip_high_te_down
ENSMUSG00000082987.2	Rps13-ps6	processed_pseudogene	chr2	143697569	143697996	+	2	6	12	1	4	0.0	-0.42884329880387423	other
ENSMUSG00000082988.4	Gm5903	processed_pseudogene	chr7	129953768	129956092	-	29	18	11	8	19	1.2713020218173945	-1.8149681061674794	Q4_clip_high_te_down
ENSMUSG00000082990.2	Gm14052	processed_pseudogene	chr2	131941789	131942819	+	94	0	1	8	4	3.9848931076097918	1.8479969065549502	Q1_clip_high_te_up
ENSMUSG00000082991.2	Rps10-ps3	processed_pseudogene	chr4	3978251	3978750	-	29	6	1	2	8	2.5443205162238103	-3.3923174227787602	Q4_clip_high_te_down
ENSMUSG00000083004.2	Gm13413	processed_pseudogene	chr2	32296067	32296668	+	256	3	3	2	4	6.2280169705303265	-0.736965594166206	Q4_clip_high_te_down
ENSMUSG00000083007.2	Gm13623	processed_pseudogene	chr2	69596526	69597150	+	21	5	2	4	4	2.359895945086383	-1.0	Q4_clip_high_te_down
ENSMUSG00000083011.2	Gm12816	processed_pseudogene	chr4	112812272	112813483	-	48	9	3	25	16	1.4108375107495583	-0.7089512179966098	Q4_clip_high_te_down
ENSMUSG00000083012.10	Fam220a	protein_coding	chr5	143534463	143550286	+	21	0	1	5	7	1.8744691179161412	0.5849625007211562	Q1_clip_high_te_up
ENSMUSG00000083022.2	Rps15a-ps6	processed_pseudogene	chr11	6122644	6123036	-	115	9	11	25	28	2.2990137029393605	0.10549312884731378	other
ENSMUSG00000083027.2	Gm13140	processed_pseudogene	chr4	147026933	147030282	+	32	1	0	18	10	1.359895945086383	-0.21150410519371157	other
ENSMUSG00000083032.2	Gm8087	processed_pseudogene	chr9	78296183	78296749	-	55	4	1	0	5	4.222392421336448	-3.9068905956085187	Q4_clip_high_te_down
ENSMUSG00000083033.2	Gm9083	processed_pseudogene	chrX	20105708	20106526	+	0	2	0	9	12	-3.301169534720565	-1.9634741239748859	Q3_clip_low_te_down
ENSMUSG00000083043.2	Gm13433	processed_pseudogene	chr2	25433491	25433730	+	18	10	12	1	3	2.8853574340588772	-0.758991900496205	Q4_clip_high_te_down
ENSMUSG00000083044.2	Gm12416	processed_pseudogene	chr4	84023132	84024139	+	0	3	1	19	16	-3.9870609442925016	-0.7655347463629772	Q3_clip_low_te_down
ENSMUSG00000083052.2	Gm12285	processed_pseudogene	chr11	63132069	63132301	-	70	1	1	9	6	3.284676699590791	0.514573172829758	Q1_clip_high_te_up
ENSMUSG00000083054.2	Gm12986	processed_pseudogene	chr4	136336151	136337117	-	4	6	1	4	5	0.08488889758651294	-2.070389327891398	other
ENSMUSG00000083064.2	Gm7785	processed_pseudogene	chr1	91223767	91224658	+	60	34	13	31	31	1.1531297588993343	-1.3219280948873622	Q4_clip_high_te_down
ENSMUSG00000083072.3	Gm13668	processed_pseudogene	chr2	73790013	73791013	-	0	2	0	5	16	-3.301169534720565	-3.0874628412503395	Q3_clip_low_te_down
ENSMUSG00000083076.2	Gm11408	processed_pseudogene	chr4	79921633	79922151	-	25	17	26	12	13	1.1679446373140716	0.4780472968046444	Q1_clip_high_te_up
ENSMUSG00000083081.2	Gm13223	processed_pseudogene	chr4	145182203	145182949	+	42	0	0	38	16	0.841302253980942	1.197939377611909	Q1_clip_high_te_up
ENSMUSG00000083084.2	Gm14667	processed_pseudogene	chrX	63886298	63887647	-	0	1	1	5	9	-2.777607578663552	-0.736965594166206	Q3_clip_low_te_down
ENSMUSG00000083087.2	Gm11249	processed_pseudogene	chr4	67849118	67849976	+	5	1	1	12	11	-0.8365012677171204	0.11547721741993588	other
ENSMUSG00000083089.2	Gm4760	processed_pseudogene	chrX	141966504	141967533	-	18	9	1	3	6	2.010888316142736	-3.1292830169449664	Q4_clip_high_te_down
ENSMUSG00000083094.3	Gm4908	processed_pseudogene	chrX	46560685	46561689	+	0	8	2	0	2	-0.777607578663552	-3.1699250014423126	Q3_clip_low_te_down
ENSMUSG00000083097.4	Gm14494	processed_pseudogene	chr2	153668091	153668525	+	76	6	5	18	7	2.734291459867881	1.0255350921071378	Q1_clip_high_te_up
ENSMUSG00000083100.2	Gm6044	processed_pseudogene	chr5	64477599	64478097	+	113	19	8	39	41	1.6977304308831058	-1.222392421336448	Q4_clip_high_te_down
ENSMUSG00000083104.2	Gm12917	processed_pseudogene	chr4	124612792	124613430	+	2	1	0	7	6	-1.0995356735509143	-0.8073549220576042	Q3_clip_low_te_down
